NaTeamHome,CoTeamHome,NaTeamAway,CoTeamAway,Date,NuScoreTeamHome,NuScoreTeamAway,FTR,time_diff
San Fernando,38441,CD Badajoz,1540,2018-09-30,1,0,H,525
Las Palmas Atletico,9539,Internacional,51096,2018-09-30,1,1,D,525
VillarrealB,9680,CESabadell,5871,2018-09-30,4,1,H,525
UD San Sebastian Reyes,2921,Burgos,1661,2018-09-30,2,0,H,525
Atletico Madrid B,1511,RealValladolidB,8986,2018-09-30,0,0,D,525
CA Linense,9695,Sevilla Atletico,11103,2018-09-30,1,1,D,525
CDGuijuelo,8328,Adarve,62315,2018-09-30,2,1,H,525
Mirandes,5866,Sporting Gijon,2046,2018-09-30,1,1,D,525
Mirandes,5866,Sporting Gijon,40194,2018-09-30,1,1,D,525
Mirandes,5866,Sporting Gijon,2046,2018-09-30,1,1,D,525
Mirandes,5866,Sporting Gijon,40194,2018-09-30,1,1,D,525
CF Talavera,3106,At Sanluqueno,9534,2018-09-30,3,0,H,525
Cartagena FC,46057,Almeria B,9492,2018-09-30,4,1,H,525
Cartagena FC,8097,Almeria B,9492,2018-09-30,4,1,H,525
CD Teruel,9573,Castellon,5876,2018-09-30,0,0,D,525
Deportivo La Coruna B,11880,Salmantino Salamanca II,1169183,2018-09-30,1,0,H,525
Granada CFB,131209,Melilla,1117170,2018-09-30,5,1,H,525
Granada CFB,131209,Melilla,1204,2018-09-30,5,1,H,525
Atletico Baleares,9495,Conquense,5869,2018-09-30,2,1,H,525
Don Benito,6283,Malaga B,5836,2018-09-30,2,0,H,525
RCD Espanyol B,8691,Ejea,9572,2018-09-30,2,0,H,525
UD Ibiza,9552,Rec de Huelva,2178,2018-09-30,1,0,H,525
Ebro,9571,Alcoyano,6853,2018-09-30,0,0,D,525
CDIzarra,11802,BarakaldoCF,1551,2018-09-30,0,1,A,525
Pontevedra,5873,Celta Vigo B,8796,2018-09-30,0,0,D,525
Poli Ejido,212575,Murcia Feminas,193791,2018-09-30,0,2,A,525
Poli Ejido,212575,Murcia Feminas,3606,2018-09-30,0,2,A,525
Marbella,8738,Villanovense,8737,2018-09-30,2,1,H,525
UD Logrones,54539,Real Union Irun,5571,2018-09-30,2,0,H,525
UD Logrones,59980,Real Union Irun,5571,2018-09-30,2,0,H,525
SD Amorebieta,13660,Victoria,62449,2018-09-29,2,1,H,526
Real Oviedo II,51087,Athletic Bilbao B,8798,2018-09-29,2,1,H,526
Real Madrid Castilla,6833,CDANavalcarnero,9031,2018-09-29,3,1,H,526
Salamanca,660103,Cultural Leonesa,4781,2018-09-29,0,1,A,526
Real Sociedad B,212542,Calahorra,9646,2018-09-29,1,0,H,526
Real Sociedad B,8330,Calahorra,9646,2018-09-29,1,0,H,526
SD Gernika,13672,CD Tudelano,9559,2018-09-29,1,1,D,526
Barcelona B,1553,UE Olot,62216,2018-09-29,2,1,H,526
Levante B,8333,Lida,2458,2018-09-29,1,1,D,526
Leioa SD,39360,Torrelavega,5875,2018-09-29,2,1,H,526
Arenas Getxo,9141,UP Langreo,9607,2018-09-29,4,0,H,526
Valencia CFB,10203,Badalona,6280,2018-09-29,2,4,A,526
UE Olot,62216,Valencia CFB,10203,2018-09-23,0,3,A,532
Torrelavega,5875,SD Amorebieta,13660,2018-09-23,1,2,A,532
Burgos,1661,Deportivo La Coruna B,11880,2018-09-23,2,1,H,532
Rec de Huelva,2178,UCAM Murcia,657042,2018-09-23,0,1,A,532
Rec de Huelva,2178,UCAM Murcia,44148,2018-09-23,0,1,A,532
Calahorra,9646,UD Logrones,54539,2018-09-23,2,0,H,532
Calahorra,9646,UD Logrones,59980,2018-09-23,2,0,H,532
Internacional,51096,Pontevedra,5873,2018-09-23,3,0,H,532
CD Tudelano,9559,Leioa SD,39360,2018-09-23,1,1,D,532
Cultural Leonesa,4781,Real Madrid Castilla,6833,2018-09-23,1,2,A,532
Celta Vigo B,8796,Rapido Bouzas,9600,2018-09-23,3,0,H,532
UP Langreo,9607,Mirandes,5866,2018-09-23,0,1,A,532
UP Langreo,9607,Mirandes,5866,2018-09-23,0,1,A,532
Ponferradina,7791,UD San Sebastian Reyes,2921,2018-09-23,3,1,H,532
Castellon,5876,Ebro,9571,2018-09-23,1,1,D,532
Peralada,9672,Atletico Baleares,9495,2018-09-23,2,2,D,532
At Sanluqueno,9534,Marbella,8738,2018-09-23,2,0,H,532
Murcia Feminas,193791,UD Ibiza,9552,2018-09-23,1,0,H,532
Murcia Feminas,3606,UD Ibiza,9552,2018-09-23,1,0,H,532
CD Badajoz,1540,Poli Ejido,212575,2018-09-23,2,2,D,532
Villanovense,8737,San Fernando,46063,2018-09-23,0,0,D,532
Villanovense,8737,San Fernando,38441,2018-09-23,0,0,D,532
Alcoyano,6853,RCD Espanyol B,8691,2018-09-23,2,2,D,532
Salmantino Salamanca II,1169183,CDGuijuelo,8328,2018-09-23,2,3,A,532
Fuenlabrada,8098,Coruxo FC,12897,2018-09-23,2,0,H,532
Sporting Gijon,2046,Real Sociedad B,212542,2018-09-23,2,2,D,532
Sporting Gijon,2046,Real Sociedad B,8330,2018-09-23,2,2,D,532
Sporting Gijon,40194,Real Sociedad B,212542,2018-09-23,2,2,D,532
Sporting Gijon,40194,Real Sociedad B,8330,2018-09-23,2,2,D,532
Almeria B,9492,Don Benito,6283,2018-09-23,4,1,H,532
Hercules,2140,CD Teruel,9573,2018-09-23,0,2,A,532
CDANavalcarnero,9031,Atletico Madrid B,1511,2018-09-23,2,4,A,532
BarakaldoCF,1551,Arenas Getxo,9141,2018-09-23,1,0,H,532
Badalona,6280,Levante B,8333,2018-09-23,2,1,H,532
RealValladolidB,8986,Las Palmas Atletico,9539,2018-09-23,1,0,H,532
Adarve,62315,Salamanca,660103,2018-09-23,1,0,H,532
Lida,2458,Cornella,39919,2018-09-23,1,1,D,532
Melilla,1117170,CA Linense,9695,2018-09-23,3,1,H,532
Melilla,1204,CA Linense,9695,2018-09-23,3,1,H,532
Malaga B,5836,Granada CFB,131209,2018-09-23,0,1,A,532
Ejea,9572,VillarrealB,9680,2018-09-22,0,2,A,533
Real Union Irun,5571,Real Oviedo II,51087,2018-09-22,2,2,D,533
Durango,13683,CDIzarra,11802,2018-09-22,1,2,A,533
Conquense,5869,Barcelona B,1553,2018-09-22,0,3,A,533
Sevilla Atletico,11103,CF Talavera,3106,2018-09-22,0,0,D,533
Athletic Bilbao B,8798,SD Gernika,13672,2018-09-22,3,0,H,533
Real Sociedad B,212542,UP Langreo,9607,2018-09-16,1,1,D,539
Real Sociedad B,8330,UP Langreo,9607,2018-09-16,1,1,D,539
Granada CFB,131209,Almeria B,9492,2018-09-16,3,2,H,539
Las Palmas Atletico,9539,CDANavalcarnero,9031,2018-09-16,1,0,H,539
Murcia Feminas,193791,Rec de Huelva,2178,2018-09-16,2,2,D,539
Murcia Feminas,3606,Rec de Huelva,2178,2018-09-16,2,2,D,539
CDIzarra,11802,Santander,2927,2018-09-16,2,2,D,539
UD Ibiza,9552,CD Badajoz,1540,2018-09-16,0,1,A,539
Atletico Baleares,9495,CESabadell,5871,2018-09-16,1,2,A,539
Atletico Madrid B,1511,Cultural Leonesa,4781,2018-09-16,1,2,A,539
Cartagena FC,46057,UCAM Murcia,657042,2018-09-16,1,2,A,539
Cartagena FC,46057,UCAM Murcia,44148,2018-09-16,1,2,A,539
Cartagena FC,8097,UCAM Murcia,657042,2018-09-16,1,2,A,539
Cartagena FC,8097,UCAM Murcia,44148,2018-09-16,1,2,A,539
Real Oviedo II,51087,Calahorra,9646,2018-09-16,1,1,D,539
CD Teruel,9573,Lida,2458,2018-09-16,0,0,D,539
Marbella,8738,Sevilla Atletico,11103,2018-09-16,4,0,H,539
Barcelona B,1553,Peralada,9672,2018-09-16,0,0,D,539
RCD Espanyol B,8691,Castellon,5876,2018-09-16,2,2,D,539
Salmantino Salamanca II,1169183,Adarve,62315,2018-09-16,4,3,H,539
UD San Sebastian Reyes,2921,Fuenlabrada,8098,2018-09-16,1,1,D,539
Mirandes,5866,BarakaldoCF,1551,2018-09-16,1,1,D,539
Mirandes,5866,BarakaldoCF,1551,2018-09-16,1,1,D,539
Pontevedra,5873,RealValladolidB,8986,2018-09-16,1,1,D,539
Ebro,9571,Hercules,2140,2018-09-16,0,1,A,539
Coruxo FC,12897,Celta Vigo B,8796,2018-09-16,0,1,A,539
CDGuijuelo,8328,Burgos,1661,2018-09-16,1,0,H,539
UD Logrones,54539,Sporting Gijon,2046,2018-09-16,0,2,A,539
UD Logrones,54539,Sporting Gijon,40194,2018-09-16,0,2,A,539
UD Logrones,59980,Sporting Gijon,2046,2018-09-16,0,2,A,539
UD Logrones,59980,Sporting Gijon,40194,2018-09-16,0,2,A,539
CA Linense,9695,Malaga B,5836,2018-09-16,2,0,H,539
Rapido Bouzas,9600,Internacional,51096,2018-09-16,0,1,A,539
SD Gernika,13672,Real Union Irun,5571,2018-09-16,1,1,D,539
CF Talavera,3106,Melilla,1117170,2018-09-16,0,1,A,539
CF Talavera,3106,Melilla,1204,2018-09-16,0,1,A,539
Real Madrid Castilla,6833,Salamanca,660103,2018-09-16,3,0,H,539
Cornella,39919,Badalona,6280,2018-09-16,1,1,D,539
San Fernando,46063,At Sanluqueno,9534,2018-09-16,2,2,D,539
San Fernando,38441,At Sanluqueno,9534,2018-09-16,2,2,D,539
Leioa SD,39360,Athletic Bilbao B,8798,2018-09-15,1,4,A,540
SD Amorebieta,13660,CD Tudelano,9559,2018-09-15,1,1,D,540
Arenas Getxo,9141,Durango,13683,2018-09-15,2,0,H,540
Conquense,5869,UE Olot,62216,2018-09-15,0,1,A,540
Levante B,8333,Valencia CFB,10203,2018-09-14,0,1,A,541
Sporting Gijon,2046,Real Oviedo II,51087,2018-09-09,1,2,A,546
Sporting Gijon,40194,Real Oviedo II,51087,2018-09-09,1,2,A,546
RealValladolidB,8986,Rapido Bouzas,9600,2018-09-09,1,0,H,546
CD Badajoz,1540,Murcia Feminas,193791,2018-09-09,0,0,D,546
CD Badajoz,1540,Murcia Feminas,3606,2018-09-09,0,0,D,546
Melilla,1117170,Marbella,8738,2018-09-09,2,1,H,546
Melilla,1204,Marbella,8738,2018-09-09,2,1,H,546
Malaga B,5836,CF Talavera,3106,2018-09-09,0,1,A,546
Real Union Irun,5571,Leioa SD,39360,2018-09-09,1,2,A,546
Celta Vigo B,8796,UD San Sebastian Reyes,2921,2018-09-09,0,2,A,546
Adarve,62315,Real Madrid Castilla,6833,2018-09-09,0,0,D,546
Rec de Huelva,2178,Cartagena FC,46057,2018-09-09,0,0,D,546
Rec de Huelva,2178,Cartagena FC,8097,2018-09-09,0,0,D,546
CESabadell,5871,Barcelona B,1553,2018-09-09,0,1,A,546
At Sanluqueno,9534,Poli Ejido,212575,2018-09-09,2,1,H,546
Salamanca,660103,Atletico Madrid B,1511,2018-09-09,1,1,D,546
Castellon,5876,VillarrealB,9680,2018-09-09,1,1,D,546
BarakaldoCF,1551,Real Sociedad B,212542,2018-09-09,2,0,H,546
BarakaldoCF,1551,Real Sociedad B,8330,2018-09-09,2,0,H,546
Burgos,1661,Salmantino Salamanca II,1169183,2018-09-09,0,0,D,546
UP Langreo,9607,UD Logrones,54539,2018-09-09,0,0,D,546
UP Langreo,9607,UD Logrones,59980,2018-09-09,0,0,D,546
Almeria B,9492,CA Linense,9695,2018-09-09,0,0,D,546
UCAM Murcia,657042,Don Benito,6283,2018-09-09,2,1,H,546
UCAM Murcia,44148,Don Benito,6283,2018-09-09,2,1,H,546
Calahorra,9646,SD Gernika,13672,2018-09-09,3,1,H,546
Lida,2458,Ebro,9571,2018-09-09,2,1,H,546
Santander,2927,Arenas Getxo,9141,2018-09-09,4,0,H,546
Villanovense,8737,UD Ibiza,9552,2018-09-09,0,0,D,546
Ejea,9572,Atletico Baleares,9495,2018-09-09,2,1,H,546
Cultural Leonesa,4781,Las Palmas Atletico,9539,2018-09-09,0,1,A,546
Internacional,51096,Coruxo FC,12897,2018-09-09,1,1,D,546
Badalona,6280,CD Teruel,9573,2018-09-08,0,0,D,547
UE Olot,62216,Levante B,8333,2018-09-08,2,2,D,547
CDANavalcarnero,9031,Pontevedra,5873,2018-09-08,1,1,D,547
Ponferradina,7791,CDGuijuelo,8328,2018-09-08,1,0,H,547
Valencia CFB,10203,Cornella,39919,2018-09-08,1,2,A,547
CD Tudelano,9559,Torrelavega,5875,2018-09-08,2,1,H,547
Hercules,2140,RCD Espanyol B,8691,2018-09-08,1,0,H,547
Victoria,62449,CDIzarra,11802,2018-09-08,0,1,A,547
Athletic Bilbao B,8798,SD Amorebieta,13660,2018-09-08,3,1,H,547
Sevilla Atletico,11103,San Fernando,46063,2018-09-08,2,1,H,547
Sevilla Atletico,11103,San Fernando,38441,2018-09-08,2,1,H,547
SD Amorebieta,13660,Real Union Irun,5571,2018-09-02,0,3,A,553
Poli Ejido,212575,Sevilla Atletico,11103,2018-09-02,1,0,H,553
CD Teruel,9573,Valencia CFB,10203,2018-09-02,1,0,H,553
Peralada,9672,UE Olot,62216,2018-09-02,0,1,A,553
Real Oviedo II,51087,UP Langreo,9607,2018-09-02,2,2,D,553
Don Benito,6283,Cartagena FC,46057,2018-09-02,0,0,D,553
Don Benito,6283,Cartagena FC,8097,2018-09-02,0,0,D,553
Pontevedra,5873,Cultural Leonesa,4781,2018-09-02,2,1,H,553
San Fernando,46063,Melilla,1117170,2018-09-02,0,0,D,553
San Fernando,46063,Melilla,1204,2018-09-02,0,0,D,553
San Fernando,38441,Melilla,1117170,2018-09-02,0,0,D,553
San Fernando,38441,Melilla,1204,2018-09-02,0,0,D,553
Salmantino Salamanca II,1169183,Ponferradina,7791,2018-09-02,0,0,D,553
Coruxo FC,12897,RealValladolidB,8986,2018-09-02,1,0,H,553
Marbella,8738,Malaga B,5836,2018-09-02,3,1,H,553
Atletico Madrid B,1511,Real Madrid Castilla,6833,2018-09-02,2,2,D,553
Burgos,1661,Adarve,62315,2018-09-02,1,1,D,553
RCD Espanyol B,8691,Lida,2458,2018-09-02,1,1,D,553
Las Palmas Atletico,9539,Salamanca,660103,2018-09-02,1,0,H,553
VillarrealB,9680,Hercules,2140,2018-09-02,1,2,A,553
Granada CFB,131209,UCAM Murcia,657042,2018-09-02,0,1,A,553
Granada CFB,131209,UCAM Murcia,44148,2018-09-02,0,1,A,553
Deportivo La Coruna B,11880,Celta Vigo B,8796,2018-09-02,0,1,A,553
CD Tudelano,9559,Victoria,62449,2018-09-02,1,0,H,553
Murcia Feminas,193791,Villanovense,8737,2018-09-02,0,0,D,553
Murcia Feminas,3606,Villanovense,8737,2018-09-02,0,0,D,553
CD Badajoz,1540,Rec de Huelva,2178,2018-09-02,0,1,A,553
UD Ibiza,9552,At Sanluqueno,9534,2018-09-02,0,1,A,553
Atletico Baleares,9495,Alcoyano,6853,2018-09-02,1,0,H,553
CF Talavera,3106,Almeria B,9492,2018-09-01,2,0,H,554
UD Logrones,54539,BarakaldoCF,1551,2018-09-01,1,1,D,554
UD Logrones,59980,BarakaldoCF,1551,2018-09-01,1,1,D,554
CDGuijuelo,8328,Fuenlabrada,8098,2018-09-01,1,0,H,554
Torrelavega,5875,Athletic Bilbao B,8798,2018-09-01,0,0,D,554
Ebro,9571,Badalona,6280,2018-09-01,0,0,D,554
SD Gernika,13672,Sporting Gijon,2046,2018-09-01,0,0,D,554
SD Gernika,13672,Sporting Gijon,40194,2018-09-01,0,0,D,554
Leioa SD,39360,Calahorra,9646,2018-09-01,1,1,D,554
Arenas Getxo,9141,CDIzarra,11802,2018-09-01,0,1,A,554
Real Sociedad B,212542,Durango,13683,2018-09-01,3,0,H,554
Real Sociedad B,8330,Durango,13683,2018-09-01,3,0,H,554
Barcelona B,1553,Ejea,9572,2018-09-01,0,1,A,554
UD San Sebastian Reyes,2921,Internacional,51096,2018-09-01,3,3,D,554
Cornella,39919,Levante B,8333,2018-09-01,1,0,H,554
Conquense,5869,CESabadell,5871,2018-09-01,2,0,H,554
Almeria B,9492,Marbella,8738,2018-08-27,2,1,H,559
UE Olot,62216,Cornella,39919,2018-08-26,1,1,D,560
Levante B,8333,CD Teruel,9573,2018-08-26,3,0,H,560
Fuenlabrada,8098,Salmantino Salamanca II,1169183,2018-08-26,5,1,H,560
Lida,2458,VillarrealB,9680,2018-08-26,2,1,H,560
Victoria,62449,Arenas Getxo,9141,2018-08-26,0,0,D,560
Rec de Huelva,2178,Don Benito,6283,2018-08-26,1,0,H,560
Sporting Gijon,2046,Leioa SD,39360,2018-08-26,0,0,D,560
Sporting Gijon,40194,Leioa SD,39360,2018-08-26,0,0,D,560
Real Union Irun,5571,Torrelavega,5875,2018-08-26,1,1,D,560
Villanovense,8737,CD Badajoz,1540,2018-08-26,1,2,A,560
At Sanluqueno,9534,Murcia Feminas,193791,2018-08-26,1,2,A,560
At Sanluqueno,9534,Murcia Feminas,3606,2018-08-26,1,2,A,560
Internacional,51096,Deportivo La Coruna B,11880,2018-08-26,2,2,D,560
UCAM Murcia,657042,CA Linense,9695,2018-08-26,0,1,A,560
UCAM Murcia,44148,CA Linense,9695,2018-08-26,0,1,A,560
RealValladolidB,8986,UD San Sebastian Reyes,2921,2018-08-26,2,2,D,560
Sevilla Atletico,11103,UD Ibiza,9552,2018-08-26,0,1,A,560
Celta Vigo B,8796,CDGuijuelo,8328,2018-08-26,3,0,H,560
CDIzarra,11802,Mirandes,5866,2018-08-26,1,1,D,560
CDIzarra,11802,Mirandes,5866,2018-08-26,1,1,D,560
Santander,2927,Real Sociedad B,212542,2018-08-26,1,0,H,560
Santander,2927,Real Sociedad B,8330,2018-08-26,1,0,H,560
Ejea,9572,Conquense,5869,2018-08-26,0,1,A,560
Malaga B,5836,San Fernando,46063,2018-08-26,0,1,A,560
Malaga B,5836,San Fernando,38441,2018-08-26,0,1,A,560
BarakaldoCF,1551,Real Oviedo II,51087,2018-08-26,2,1,H,560
CESabadell,5871,Peralada,9672,2018-08-26,2,2,D,560
Alcoyano,6853,Barcelona B,1553,2018-08-26,3,1,H,560
CDANavalcarnero,9031,Coruxo FC,12897,2018-08-26,1,1,D,560
UP Langreo,9607,SD Gernika,13672,2018-08-26,1,0,H,560
Adarve,62315,Atletico Madrid B,1511,2018-08-26,1,1,D,560
Real Madrid Castilla,6833,Las Palmas Atletico,9539,2018-08-26,2,0,H,560
Calahorra,9646,SD Amorebieta,13660,2018-08-26,2,0,H,560
Badalona,6280,RCD Espanyol B,8691,2018-08-26,1,3,A,560
Durango,13683,UD Logrones,54539,2018-08-25,0,0,D,561
Durango,13683,UD Logrones,59980,2018-08-25,0,0,D,561
Melilla,1117170,Poli Ejido,212575,2018-08-25,1,0,H,561
Melilla,1204,Poli Ejido,212575,2018-08-25,1,0,H,561
Cultural Leonesa,4781,Rapido Bouzas,9600,2018-08-25,4,0,H,561
Ponferradina,7791,Burgos,1661,2018-08-25,2,0,H,561
Castellon,5876,Atletico Baleares,9495,2018-08-25,1,1,D,561
Salamanca,660103,Pontevedra,5873,2018-08-25,1,0,H,561
Athletic Bilbao B,8798,CD Tudelano,9559,2018-08-25,2,0,H,561
Cartagena FC,46057,Granada CFB,131209,2018-08-25,2,3,A,561
Cartagena FC,8097,Granada CFB,131209,2018-08-25,2,3,A,561
Valencia CFB,10203,Ebro,9571,2018-08-25,2,0,H,561
SCR Pena Deportiva,51101,VillarrealB,9680,2018-05-13,0,1,A,665
Ebro,9571,SCR Pena Deportiva,51101,2018-05-06,2,1,H,672
SCR Pena Deportiva,51101,Cornella,39919,2018-04-29,1,1,D,679
Alcoyano,6853,SCR Pena Deportiva,51101,2018-04-21,3,0,H,687
SCR Pena Deportiva,51101,lagostera,44143,2018-04-15,1,1,D,693
Atletico Baleares,9495,SCR Pena Deportiva,51101,2018-03-24,0,0,D,715
SCR Pena Deportiva,51101,Hercules,2140,2018-03-18,1,0,H,721
SCR Pena Deportiva,51101,Peralada,9672,2018-03-11,0,1,A,728
SCR Pena Deportiva,51101,Badalona,6280,2018-02-25,0,1,A,742
CESabadell,5871,SCR Pena Deportiva,51101,2018-02-18,1,1,D,749
SCR Pena Deportiva,51101,UE Olot,62216,2018-02-11,1,0,H,756
SCR Pena Deportiva,51101,Lida,2458,2018-01-28,0,0,D,770
Valencia CFB,10203,SCR Pena Deportiva,51101,2018-01-21,1,1,D,777
